Date,LSTM_Forecast
2024-03-24,583.70685
2024-03-25,590.5441
2024-03-26,597.68195
2024-03-27,604.5392
2024-03-28,611.7475
2024-03-29,618.5671
2024-03-30,625.47473
2024-03-31,632.26215
2024-04-01,639.34357
2024-04-02,646.1416
2024-04-03,653.2841
2024-04-04,660.03644
2024-04-05,666.8696
2024-04-06,673.57764
2024-04-07,680.57245
