date,state,latitude,longitude,year,month,temp_mean,temp_std,temp_min,temp_max,temp_range,hot_days,precip_total,precip_std,precip_max,precip_dry_days,humidity_specific_mean,humidity_relative_mean,humidity_critical_days
2018-07-31,Andhra Pradesh,15.9129,79.6799,2018,7,29.07,1.01,26.37,30.53,4.16,31,82.1,3.67,13.81,16,15.53,61.87,0
2018-08-31,Andhra Pradesh,15.9129,79.6799,2018,8,27.94,0.9,26.07,29.49,3.419999999999998,31,114.78,3.85,13.45,9,16.03,67.94,0
2018-09-30,Andhra Pradesh,15.9129,79.6799,2018,9,28.13,1.08,25.51,29.82,4.309999999999999,30,65.67,4.67,22.04,19,16.09,68.29,2
2018-10-31,Andhra Pradesh,15.9129,79.6799,2018,10,27.52,1.08,25.41,29.07,3.66,31,15.35,1.44,6.06,27,14.21,63.72,1
2018-11-30,Andhra Pradesh,15.9129,79.6799,2018,11,26.08,1.17,23.68,27.71,4.030000000000001,23,22.79,1.78,8.17,24,13.26,65.25,0
2018-12-31,Andhra Pradesh,15.9129,79.6799,2018,12,23.77,2.17,19.57,26.37,6.800000000000001,13,24.36,2.38,10.83,26,12.01,66.83,0
2019-01-31,Andhra Pradesh,15.9129,79.6799,2019,1,22.74,1.33,19.77,25.22,5.449999999999999,1,26.73,2.99,12.34,28,10.29,63.25,0
2019-02-28,Andhra Pradesh,15.9129,79.6799,2019,2,26.38,2.02,22.57,29.17,6.600000000000001,21,0.94,0.12,0.58,28,11.73,59.46,0
2019-03-31,Andhra Pradesh,15.9129,79.6799,2019,3,30.31,1.19,27.5,33.16,5.659999999999997,31,1.59,0.17,0.91,31,11.77,48.8,0
2019-04-30,Andhra Pradesh,15.9129,79.6799,2019,4,32.7,0.72,30.91,33.88,2.9700000000000024,30,15.03,0.87,3.47,24,12.76,45.9,0
2019-05-31,Andhra Pradesh,15.9129,79.6799,2019,5,34.79,1.16,32.13,36.48,4.349999999999994,31,31.4,2.09,9.39,24,13.87,42.6,0
2019-06-30,Andhra Pradesh,15.9129,79.6799,2019,6,31.7,2.29,27.57,34.81,7.240000000000002,30,77.74,5.02,19.71,20,15.79,54.99,0
2019-07-31,Andhra Pradesh,15.9129,79.6799,2019,7,29.08,1.34,26.69,31.01,4.32,31,104.32,4.14,16.02,12,16.74,66.66,0
2019-08-31,Andhra Pradesh,15.9129,79.6799,2019,8,27.8,1.1,25.57,29.79,4.219999999999999,31,153.66,7.32,28.27,14,17.17,72.94,7
2019-09-30,Andhra Pradesh,15.9129,79.6799,2019,9,26.8,0.93,25.38,28.82,3.4400000000000013,30,206.7,8.92,36.1,11,18.0,80.79,16
2019-10-31,Andhra Pradesh,15.9129,79.6799,2019,10,25.45,0.76,24.35,27.12,2.7699999999999996,21,189.05,5.42,18.18,5,18.1,87.56,29
2019-11-30,Andhra Pradesh,15.9129,79.6799,2019,11,23.79,1.22,21.56,25.78,4.220000000000002,8,11.48,0.76,3.09,25,15.65,83.99,27
2019-12-31,Andhra Pradesh,15.9129,79.6799,2019,12,22.66,0.66,20.53,23.7,3.169999999999998,0,15.56,1.31,4.79,28,13.97,81.43,20
2020-01-31,Andhra Pradesh,15.9129,79.6799,2020,1,23.67,1.13,21.81,26.25,4.440000000000001,5,18.66,1.62,7.54,27,13.16,74.02,7
2020-02-29,Andhra Pradesh,15.9129,79.6799,2020,2,25.29,0.95,23.94,27.43,3.4899999999999984,15,7.3,1.13,6.06,28,12.08,63.77,0
2020-03-31,Andhra Pradesh,15.9129,79.6799,2020,3,29.29,1.16,27.52,31.89,4.370000000000001,31,6.96,0.59,2.86,29,12.39,53.34,0
2020-04-30,Andhra Pradesh,15.9129,79.6799,2020,4,31.92,1.0,29.66,34.16,4.4999999999999964,30,15.16,1.37,7.08,26,13.34,49.14,0
2020-05-31,Andhra Pradesh,15.9129,79.6799,2020,5,34.19,1.11,32.15,37.53,5.380000000000003,31,13.27,0.99,3.99,26,13.95,44.32,0
2020-06-30,Andhra Pradesh,15.9129,79.6799,2020,6,29.49,1.51,26.43,32.22,5.789999999999999,30,126.86,6.7,29.32,12,16.9,65.91,3
2020-07-31,Andhra Pradesh,15.9129,79.6799,2020,7,27.25,0.74,25.63,28.64,3.0100000000000016,31,223.23,8.34,36.73,4,18.17,79.16,14
2020-08-31,Andhra Pradesh,15.9129,79.6799,2020,8,26.78,0.64,25.51,27.93,2.419999999999998,31,115.08,3.67,15.93,9,18.46,82.23,27
2020-09-30,Andhra Pradesh,15.9129,79.6799,2020,9,26.25,0.73,24.77,27.58,2.8099999999999987,29,263.7,9.97,32.83,8,18.64,85.53,29
2020-10-31,Andhra Pradesh,15.9129,79.6799,2020,10,25.57,0.71,23.87,26.44,2.5700000000000003,25,113.88,6.36,27.61,15,17.69,84.7,30
2020-11-30,Andhra Pradesh,15.9129,79.6799,2020,11,23.63,1.23,20.18,25.32,5.140000000000001,2,154.51,16.32,89.39,18,16.11,86.8,27
2020-12-31,Andhra Pradesh,15.9129,79.6799,2020,12,21.14,1.05,18.76,22.91,4.149999999999999,0,5.19,0.38,1.31,28,13.01,82.37,22
2021-01-31,Andhra Pradesh,15.9129,79.6799,2021,1,23.27,1.11,19.97,24.44,4.470000000000002,0,4.41,0.49,2.52,29,13.3,76.16,8
2021-02-28,Andhra Pradesh,15.9129,79.6799,2021,2,24.09,1.36,22.09,26.96,4.870000000000001,6,21.37,2.53,11.62,25,10.92,63.08,0
2021-03-31,Andhra Pradesh,15.9129,79.6799,2021,3,28.72,2.05,26.14,33.51,7.369999999999997,31,0.0,0.0,0.0,31,9.84,45.9,0
2021-04-30,Andhra Pradesh,15.9129,79.6799,2021,4,31.93,0.98,29.8,33.45,3.650000000000002,30,10.16,0.96,5.19,29,12.96,47.74,0
2021-05-31,Andhra Pradesh,15.9129,79.6799,2021,5,31.41,1.31,28.48,33.14,4.66,31,53.36,3.09,13.69,22,16.22,58.3,0
2021-06-30,Andhra Pradesh,15.9129,79.6799,2021,6,29.64,1.14,26.71,32.39,5.68,30,92.18,4.77,19.15,17,16.18,62.59,0
2021-07-31,Andhra Pradesh,15.9129,79.6799,2021,7,27.76,1.05,25.21,29.65,4.439999999999998,31,172.42,8.31,36.15,12,17.73,75.16,4
2021-08-31,Andhra Pradesh,15.9129,79.6799,2021,8,27.84,1.2,25.59,29.88,4.289999999999999,31,109.65,5.98,31.65,12,17.49,74.16,6
2021-09-30,Andhra Pradesh,15.9129,79.6799,2021,9,27.06,0.91,25.21,28.55,3.34,30,125.98,4.91,16.43,11,17.81,78.54,11
2021-10-31,Andhra Pradesh,15.9129,79.6799,2021,10,26.24,0.83,24.41,27.59,3.1799999999999997,27,60.87,3.18,14.55,17,17.56,81.39,20
2021-11-30,Andhra Pradesh,15.9129,79.6799,2021,11,24.39,1.09,22.13,25.64,3.5100000000000016,14,139.16,4.6,15.17,11,16.92,87.13,28
2021-12-31,Andhra Pradesh,15.9129,79.6799,2021,12,21.95,1.41,19.17,24.23,5.059999999999999,0,1.72,0.11,0.37,31,12.79,77.7,13
2022-01-31,Andhra Pradesh,15.9129,79.6799,2022,1,22.63,1.09,20.38,24.87,4.490000000000002,0,30.25,2.79,12.43,26,11.83,70.49,6
2022-02-28,Andhra Pradesh,15.9129,79.6799,2022,2,24.71,1.13,22.82,27.17,4.350000000000001,11,0.0,0.0,0.0,28,11.66,64.45,0
2022-03-31,Andhra Pradesh,15.9129,79.6799,2022,3,30.04,2.06,26.11,32.88,6.770000000000003,31,0.47,0.06,0.34,31,11.16,46.58,0
2022-04-30,Andhra Pradesh,15.9129,79.6799,2022,4,32.42,1.3,30.52,35.26,4.739999999999998,30,2.14,0.27,1.45,29,13.54,49.27,0
2022-05-31,Andhra Pradesh,15.9129,79.6799,2022,5,30.93,1.97,26.92,35.13,8.21,31,107.98,8.12,42.29,20,16.72,61.74,2
2022-06-30,Andhra Pradesh,15.9129,79.6799,2022,6,29.38,1.4,27.22,32.88,5.660000000000004,30,77.27,3.86,12.77,17,16.58,64.84,0
2022-07-31,Andhra Pradesh,15.9129,79.6799,2022,7,27.53,0.94,26.04,29.95,3.91,31,182.0,6.46,25.09,7,17.52,75.35,6
2022-08-31,Andhra Pradesh,15.9129,79.6799,2022,8,27.2,0.79,25.92,28.78,2.8599999999999994,31,98.39,3.7,13.05,11,17.84,78.01,13
2022-09-30,Andhra Pradesh,15.9129,79.6799,2022,9,27.22,0.76,24.92,28.54,3.6199999999999974,29,109.77,6.07,29.88,14,17.67,77.63,9
2022-10-31,Andhra Pradesh,15.9129,79.6799,2022,10,24.81,1.41,22.06,26.82,4.760000000000002,19,174.26,6.58,21.59,15,17.04,85.13,25
2022-11-30,Andhra Pradesh,15.9129,79.6799,2022,11,23.12,1.39,20.56,25.38,4.82,2,30.35,1.87,7.69,22,14.47,81.12,19
2022-12-31,Andhra Pradesh,15.9129,79.6799,2022,12,23.48,1.37,21.0,25.19,4.190000000000001,4,58.56,5.07,18.7,26,14.34,79.37,14
2023-01-31,Andhra Pradesh,15.9129,79.6799,2023,1,22.63,0.96,20.36,24.52,4.16,0,0.2,0.03,0.16,31,11.76,71.17,0
2023-02-28,Andhra Pradesh,15.9129,79.6799,2023,2,25.94,0.82,24.33,27.23,2.900000000000002,24,0.0,0.0,0.0,28,10.2,54.31,0
2023-03-31,Andhra Pradesh,15.9129,79.6799,2023,3,28.35,1.61,25.41,31.66,6.25,31,25.74,2.54,12.87,27,12.21,54.55,0
2023-04-30,Andhra Pradesh,15.9129,79.6799,2023,4,31.83,1.22,29.89,33.97,4.079999999999998,30,20.83,1.83,9.29,24,12.53,46.49,0
2023-05-31,Andhra Pradesh,15.9129,79.6799,2023,5,32.36,2.28,27.71,35.64,7.93,31,65.75,2.88,12.02,16,15.15,52.82,0
2023-06-30,Andhra Pradesh,15.9129,79.6799,2023,6,32.97,2.69,27.79,36.46,8.670000000000002,30,50.79,2.66,10.58,19,14.76,48.84,0
2023-07-31,Andhra Pradesh,15.9129,79.6799,2023,7,28.49,1.35,25.75,31.01,5.260000000000002,31,138.64,6.35,25.64,8,16.67,68.4,2
2023-08-31,Andhra Pradesh,15.9129,79.6799,2023,8,29.05,0.84,27.36,30.12,2.7600000000000016,31,46.84,1.88,6.36,19,17.05,68.07,0
2023-09-30,Andhra Pradesh,15.9129,79.6799,2023,9,27.49,1.07,25.76,30.21,4.449999999999999,30,164.58,7.96,41.2,9,18.09,78.04,17
2023-10-31,Andhra Pradesh,15.9129,79.6799,2023,10,27.09,0.98,25.21,28.57,3.3599999999999994,31,18.44,2.33,13.05,29,15.49,70.1,0
2023-11-30,Andhra Pradesh,15.9129,79.6799,2023,11,25.57,0.77,24.13,27.31,3.1799999999999997,23,80.09,4.44,19.61,18,15.71,77.37,10
2023-12-31,Andhra Pradesh,15.9129,79.6799,2023,12,22.02,1.33,20.26,25.66,5.399999999999999,1,107.77,13.97,75.66,26,13.28,80.31,12
2017-01-31,Madhya Pradesh,22.9734,78.6569,2017,1,19.01,2.75,12.54,22.91,10.370000000000001,0,2.55,0.25,1.17,30,5.03,39.05,0
2017-02-28,Madhya Pradesh,22.9734,78.6569,2017,2,22.86,1.7,19.53,25.67,6.140000000000001,4,8.04,1.46,7.73,27,4.53,28.06,0
2017-03-31,Madhya Pradesh,22.9734,78.6569,2017,3,27.42,3.65,20.86,33.38,12.520000000000003,24,1.69,0.27,1.51,30,4.29,19.64,0
2017-04-30,Madhya Pradesh,22.9734,78.6569,2017,4,32.99,1.65,28.48,35.88,7.400000000000002,30,0.0,0.0,0.0,30,4.38,14.32,0
2017-05-31,Madhya Pradesh,22.9734,78.6569,2017,5,37.01,1.4,33.82,39.43,5.609999999999999,31,11.69,1.14,5.26,28,7.8,19.98,0
2017-06-30,Madhya Pradesh,22.9734,78.6569,2017,6,32.6,2.85,26.51,39.08,12.569999999999997,30,147.08,6.07,21.51,10,16.69,55.53,1
2017-07-31,Madhya Pradesh,22.9734,78.6569,2017,7,27.04,1.26,24.33,29.9,5.57,30,356.48,11.68,48.5,5,18.77,81.16,20
2017-08-31,Madhya Pradesh,22.9734,78.6569,2017,8,26.6,0.5,25.54,27.62,2.080000000000002,31,169.58,7.33,34.79,10,19.5,85.99,31
2017-09-30,Madhya Pradesh,22.9734,78.6569,2017,9,26.54,0.71,24.92,27.69,2.7699999999999996,29,186.1,8.64,33.97,13,18.48,82.4,23
2017-10-31,Madhya Pradesh,22.9734,78.6569,2017,10,25.16,1.35,22.17,26.85,4.68,18,17.62,1.4,5.64,26,14.32,69.89,6
2017-11-30,Madhya Pradesh,22.9734,78.6569,2017,11,21.59,1.01,19.67,23.29,3.6199999999999974,0,0.11,0.01,0.08,30,8.25,52.46,0
2017-12-31,Madhya Pradesh,22.9734,78.6569,2017,12,19.81,1.5,17.58,23.32,5.740000000000002,0,0.0,0.0,0.0,31,4.86,34.77,0
2018-01-31,Madhya Pradesh,22.9734,78.6569,2018,1,19.31,1.96,16.11,22.78,6.670000000000002,0,0.0,0.0,0.0,31,3.24,23.99,0
2018-02-28,Madhya Pradesh,22.9734,78.6569,2018,2,23.48,2.03,19.38,27.34,7.960000000000001,6,16.25,1.8,7.09,25,5.56,32.74,0
2018-03-31,Madhya Pradesh,22.9734,78.6569,2018,3,28.4,1.54,24.96,30.84,5.879999999999999,30,1.22,0.19,1.06,30,4.66,20.43,0
2018-04-30,Madhya Pradesh,22.9734,78.6569,2018,4,32.98,1.6,29.48,36.95,7.470000000000002,30,5.07,0.63,3.35,29,5.54,18.2,0
2018-05-31,Madhya Pradesh,22.9734,78.6569,2018,5,37.05,1.2,34.36,38.97,4.609999999999999,31,4.17,0.52,2.87,30,6.67,17.23,0
2018-06-30,Madhya Pradesh,22.9734,78.6569,2018,6,32.35,2.82,27.19,38.2,11.010000000000002,30,137.64,6.34,31.23,9,16.09,54.32,0
2018-07-31,Madhya Pradesh,22.9734,78.6569,2018,7,27.15,1.5,24.5,30.24,5.739999999999998,29,448.66,14.31,49.29,6,19.67,84.1,24
2018-08-31,Madhya Pradesh,22.9734,78.6569,2018,8,25.88,0.86,24.44,27.78,3.34,25,276.26,11.37,55.46,5,19.45,89.09,31
2018-09-30,Madhya Pradesh,22.9734,78.6569,2018,9,25.21,0.83,23.57,26.86,3.289999999999999,18,139.37,8.69,29.69,20,17.32,83.66,23
2018-10-31,Madhya Pradesh,22.9734,78.6569,2018,10,25.0,1.42,21.65,26.85,5.200000000000003,16,0.56,0.08,0.45,31,12.45,63.15,1
2018-11-30,Madhya Pradesh,22.9734,78.6569,2018,11,22.34,1.88,19.77,26.49,6.719999999999999,3,0.29,0.04,0.2,30,7.81,48.58,0
2018-12-31,Madhya Pradesh,22.9734,78.6569,2018,12,17.8,2.09,13.62,21.07,7.450000000000001,0,0.71,0.07,0.38,31,4.8,39.4,0
2019-01-31,Madhya Pradesh,22.9734,78.6569,2019,1,17.6,2.18,12.75,22.01,9.260000000000002,0,3.37,0.56,3.12,30,3.58,30.61,0
2019-02-28,Madhya Pradesh,22.9734,78.6569,2019,2,21.76,3.27,14.86,28.42,13.560000000000002,3,3.21,0.39,1.98,27,4.48,27.95,0
2019-03-31,Madhya Pradesh,22.9734,78.6569,2019,3,26.22,3.12,19.26,32.3,13.039999999999996,21,14.2,2.14,11.91,30,5.33,27.08,0
2019-04-30,Madhya Pradesh,22.9734,78.6569,2019,4,32.82,2.66,26.73,36.54,9.809999999999999,30,12.31,1.59,8.48,27,5.77,20.37,0
2019-05-31,Madhya Pradesh,22.9734,78.6569,2019,5,35.85,1.68,33.78,39.4,5.619999999999997,31,2.21,0.16,0.62,31,7.04,19.4,0
2019-06-30,Madhya Pradesh,22.9734,78.6569,2019,6,36.08,3.67,27.18,40.57,13.39,30,134.4,11.18,49.79,19,12.74,36.52,1
2019-07-31,Madhya Pradesh,22.9734,78.6569,2019,7,27.86,1.2,25.84,30.14,4.300000000000001,31,384.94,13.45,39.08,11,19.94,81.96,17
2019-08-31,Madhya Pradesh,22.9734,78.6569,2019,8,26.15,0.54,24.8,27.31,2.509999999999998,30,660.12,19.56,83.31,2,20.23,90.86,31
2019-09-30,Madhya Pradesh,22.9734,78.6569,2019,9,25.98,0.99,24.12,28.1,3.9800000000000004,24,547.99,20.08,88.33,0,20.11,91.49,30
2019-10-31,Madhya Pradesh,22.9734,78.6569,2019,10,23.42,1.33,20.69,25.29,4.599999999999998,6,48.28,2.44,9.56,21,15.12,81.56,21
2019-11-30,Madhya Pradesh,22.9734,78.6569,2019,11,20.77,1.59,18.5,23.79,5.289999999999999,0,2.32,0.31,1.61,29,12.05,77.13,8
2019-12-31,Madhya Pradesh,22.9734,78.6569,2019,12,16.79,2.81,10.65,21.07,10.42,0,16.96,1.26,5.03,27,8.93,73.58,5
2020-01-31,Madhya Pradesh,22.9734,78.6569,2020,1,16.3,2.41,10.63,20.54,9.909999999999998,0,17.55,1.58,6.96,27,7.51,66.02,3
2020-02-29,Madhya Pradesh,22.9734,78.6569,2020,2,19.98,2.94,14.27,24.92,10.650000000000002,0,1.86,0.19,0.89,29,6.21,46.2,0
2020-03-31,Madhya Pradesh,22.9734,78.6569,2020,3,25.82,2.37,21.33,29.6,8.270000000000003,18,15.88,0.96,4.08,26,7.48,37.17,0
2020-04-30,Madhya Pradesh,22.9734,78.6569,2020,4,32.1,1.89,28.27,34.68,6.41,30,3.53,0.22,0.86,30,6.46,22.45,0
2020-05-31,Madhya Pradesh,22.9734,78.6569,2020,5,35.48,1.14,33.91,37.55,3.6400000000000006,31,14.42,0.98,4.5,28,8.29,23.64,0
2020-06-30,Madhya Pradesh,22.9734,78.6569,2020,6,29.51,1.83,26.46,33.55,7.089999999999996,30,228.86,8.04,35.42,3,17.86,68.53,2
2020-07-31,Madhya Pradesh,22.9734,78.6569,2020,7,28.05,0.64,26.8,29.34,2.539999999999999,31,137.85,4.15,14.26,8,19.52,79.6,14
2020-08-31,Madhya Pradesh,22.9734,78.6569,2020,8,26.68,0.97,25.11,29.18,4.07,31,705.89,31.31,131.25,3,20.0,87.51,28
2020-09-30,Madhya Pradesh,22.9734,78.6569,2020,9,26.77,0.87,25.18,28.36,3.1799999999999997,30,141.05,6.06,23.59,7,19.31,84.5,27
2020-10-31,Madhya Pradesh,22.9734,78.6569,2020,10,24.64,1.46,21.07,26.6,5.530000000000001,13,15.2,1.22,4.98,28,14.88,74.16,12
2020-11-30,Madhya Pradesh,22.9734,78.6569,2020,11,20.55,2.23,16.78,24.48,7.699999999999999,0,3.16,0.27,1.19,29,9.24,61.54,1
2020-12-31,Madhya Pradesh,22.9734,78.6569,2020,12,18.58,2.06,14.7,21.04,6.34,0,7.21,0.53,1.78,27,6.86,52.7,0
2021-01-31,Madhya Pradesh,22.9734,78.6569,2021,1,20.01,2.06,16.12,22.89,6.77,0,2.56,0.21,0.82,31,5.71,39.47,0
2021-02-28,Madhya Pradesh,22.9734,78.6569,2021,2,22.81,2.56,17.66,27.53,9.870000000000001,8,3.33,0.4,1.63,26,4.2,25.25,0
2021-03-31,Madhya Pradesh,22.9734,78.6569,2021,3,28.04,1.52,25.14,30.9,5.759999999999998,31,19.16,1.79,9.24,27,5.84,25.96,0
2021-04-30,Madhya Pradesh,22.9734,78.6569,2021,4,32.14,1.3,29.37,34.63,5.260000000000002,30,0.87,0.11,0.59,30,4.7,16.2,0
2021-05-31,Madhya Pradesh,22.9734,78.6569,2021,5,33.49,1.51,29.39,35.42,6.030000000000001,31,50.0,3.07,10.27,21,10.97,35.12,0
2021-06-30,Madhya Pradesh,22.9734,78.6569,2021,6,29.62,1.8,26.66,32.89,6.23,30,248.89,11.38,51.51,9,18.18,69.26,4
2021-07-31,Madhya Pradesh,22.9734,78.6569,2021,7,28.1,1.55,25.29,30.58,5.289999999999999,31,262.44,10.28,43.63,9,19.1,78.05,12
2021-08-31,Madhya Pradesh,22.9734,78.6569,2021,8,26.5,0.76,24.69,27.78,3.09,29,209.53,7.41,26.89,10,19.48,86.36,31
2021-09-30,Madhya Pradesh,22.9734,78.6569,2021,9,26.48,0.46,25.72,27.23,1.5100000000000016,30,405.49,25.58,136.08,3,19.62,87.09,30
2021-10-31,Madhya Pradesh,22.9734,78.6569,2021,10,24.13,2.46,19.21,27.25,8.04,14,37.63,3.08,13.14,23,14.91,75.74,10
2021-11-30,Madhya Pradesh,22.9734,78.6569,2021,11,20.02,1.59,17.55,23.85,6.300000000000001,0,4.2,0.51,2.17,28,9.75,66.32,0
2021-12-31,Madhya Pradesh,22.9734,78.6569,2021,12,17.54,2.05,12.37,20.2,7.83,0,11.37,1.5,7.87,29,7.39,59.88,0
2022-01-31,Madhya Pradesh,22.9734,78.6569,2022,1,16.29,2.42,12.21,21.13,8.919999999999998,0,34.16,3.2,12.76,26,7.03,62.02,1
2022-02-28,Madhya Pradesh,22.9734,78.6569,2022,2,20.75,2.78,16.04,26.28,10.240000000000002,1,2.77,0.31,1.58,27,5.24,36.62,0
2022-03-31,Madhya Pradesh,22.9734,78.6569,2022,3,28.73,2.89,23.42,32.11,8.689999999999998,27,1.21,0.13,0.59,31,4.91,21.51,0
2022-04-30,Madhya Pradesh,22.9734,78.6569,2022,4,34.25,0.99,32.1,36.17,4.07,30,0.16,0.03,0.16,30,4.49,13.8,0
2022-05-31,Madhya Pradesh,22.9734,78.6569,2022,5,36.25,1.12,33.81,38.6,4.789999999999999,31,6.23,0.66,3.42,29,8.22,22.22,0
2022-06-30,Madhya Pradesh,22.9734,78.6569,2022,6,32.82,3.92,26.72,38.04,11.32,30,163.88,8.74,34.1,13,14.44,49.93,2
2022-07-31,Madhya Pradesh,22.9734,78.6569,2022,7,27.29,0.92,25.51,29.08,3.5699999999999967,31,526.0,12.71,53.76,2,20.38,86.05,29
2022-08-31,Madhya Pradesh,22.9734,78.6569,2022,8,26.16,1.0,24.64,28.14,3.5,29,609.45,29.01,134.8,7,19.67,88.61,31
2022-09-30,Madhya Pradesh,22.9734,78.6569,2022,9,26.03,0.99,23.39,27.95,4.559999999999999,28,269.35,12.07,57.83,5,19.22,87.52,29
2022-10-31,Madhya Pradesh,22.9734,78.6569,2022,10,22.9,2.04,19.43,26.24,6.809999999999999,9,113.48,8.41,27.26,22,14.61,80.19,17
2022-11-30,Madhya Pradesh,22.9734,78.6569,2022,11,18.97,2.23,15.64,23.11,7.469999999999999,0,0.0,0.0,0.0,30,9.66,69.6,0
2022-12-31,Madhya Pradesh,22.9734,78.6569,2022,12,18.08,1.58,14.89,21.86,6.969999999999999,0,5.64,0.74,4.05,30,8.43,66.58,1
2023-01-31,Madhya Pradesh,22.9734,78.6569,2023,1,17.59,3.67,11.61,23.41,11.8,0,8.93,1.12,5.45,29,6.81,55.84,0
2023-02-28,Madhya Pradesh,22.9734,78.6569,2023,2,22.04,2.76,16.49,26.11,9.620000000000001,5,0.0,0.0,0.0,28,4.37,29.74,0
2023-03-31,Madhya Pradesh,22.9734,78.6569,2023,3,26.36,1.81,21.94,29.81,7.869999999999997,23,21.05,1.31,4.98,25,7.2,35.48,0
2023-04-30,Madhya Pradesh,22.9734,78.6569,2023,4,29.96,2.28,23.34,33.19,9.849999999999998,29,51.81,4.45,23.08,23,8.0,32.18,0
2023-05-31,Madhya Pradesh,22.9734,78.6569,2023,5,32.89,2.74,25.7,36.23,10.529999999999998,31,25.95,1.4,5.14,21,10.42,35.57,0
2023-06-30,Madhya Pradesh,22.9734,78.6569,2023,6,33.3,3.66,26.78,37.52,10.740000000000002,30,247.3,19.44,84.13,20,13.87,45.88,5
2023-07-31,Madhya Pradesh,22.9734,78.6569,2023,7,27.87,0.88,26.18,29.15,2.969999999999999,31,391.61,10.21,45.92,1,20.79,85.02,27
2023-08-31,Madhya Pradesh,22.9734,78.6569,2023,8,26.11,0.85,24.8,28.53,3.7300000000000004,29,274.49,19.27,81.35,15,19.19,87.14,30
2023-09-30,Madhya Pradesh,22.9734,78.6569,2023,9,26.41,0.72,24.92,27.71,2.789999999999999,29,303.17,18.8,95.68,13,19.22,85.75,28
2023-10-31,Madhya Pradesh,22.9734,78.6569,2023,10,23.69,1.47,20.97,25.9,4.93,6,2.14,0.25,1.38,30,13.49,72.36,5
2023-11-30,Madhya Pradesh,22.9734,78.6569,2023,11,21.3,1.56,18.24,23.95,5.710000000000001,0,34.82,3.39,13.98,26,10.1,65.35,3
2023-12-31,Madhya Pradesh,22.9734,78.6569,2023,12,18.35,1.9,13.73,22.12,8.39,0,11.38,1.42,7.67,28,8.46,64.73,3
2017-01-31,Tamil Nadu,11.0142,78.4,2017,1,25.26,0.54,23.95,26.2,2.25,22,24.1,2.03,10.04,24,11.38,60.73,0
2017-02-28,Tamil Nadu,11.0142,78.4,2017,2,26.11,1.65,23.9,29.37,5.470000000000002,20,0.53,0.1,0.51,28,9.9,53.14,0
2017-03-31,Tamil Nadu,11.0142,78.4,2017,3,28.9,1.27,26.61,30.87,4.260000000000002,31,49.79,2.46,9.24,18,13.75,58.55,0
2017-04-30,Tamil Nadu,11.0142,78.4,2017,4,33.14,1.01,31.07,35.23,4.159999999999997,30,12.5,0.73,3.08,27,13.37,45.13,0
2017-05-31,Tamil Nadu,11.0142,78.4,2017,5,30.16,1.24,27.91,32.9,4.989999999999998,31,92.14,3.2,13.17,10,16.81,64.19,0
2017-06-30,Tamil Nadu,11.0142,78.4,2017,6,28.9,0.64,27.6,29.97,2.3699999999999974,30,29.51,1.09,4.01,19,15.64,64.15,0
2017-07-31,Tamil Nadu,11.0142,78.4,2017,7,29.44,0.93,27.79,31.42,3.6300000000000026,31,38.12,3.01,15.74,24,14.93,59.55,0
2017-08-31,Tamil Nadu,11.0142,78.4,2017,8,27.77,1.0,25.13,29.65,4.52,31,100.15,3.26,11.36,10,16.38,71.06,2
2017-09-30,Tamil Nadu,11.0142,78.4,2017,9,26.53,0.67,25.4,27.58,2.1799999999999997,30,185.33,7.48,33.05,9,17.61,80.75,18
2017-10-31,Tamil Nadu,11.0142,78.4,2017,10,26.44,0.82,24.37,27.48,3.1099999999999994,30,87.0,2.73,8.09,13,17.37,80.17,15
2017-11-30,Tamil Nadu,11.0142,78.4,2017,11,25.35,0.75,24.14,26.65,2.509999999999998,19,117.5,7.83,37.93,15,16.55,81.82,20
2017-12-31,Tamil Nadu,11.0142,78.4,2017,12,23.85,0.78,21.47,25.18,3.710000000000001,1,37.12,5.37,29.9,28,14.3,78.25,10
2018-01-31,Tamil Nadu,11.0142,78.4,2018,1,24.38,1.04,22.3,25.69,3.3900000000000006,10,4.55,0.54,2.6,29,12.1,67.16,0
2018-02-28,Tamil Nadu,11.0142,78.4,2018,2,25.49,1.27,23.12,28.38,5.259999999999998,20,23.24,3.17,15.82,26,11.99,63.5,1
2018-03-31,Tamil Nadu,11.0142,78.4,2018,3,29.2,1.69,25.68,32.42,6.740000000000002,31,19.11,1.05,3.49,23,12.2,52.23,0
2018-04-30,Tamil Nadu,11.0142,78.4,2018,4,31.62,1.15,29.11,33.6,4.490000000000002,30,27.19,1.75,8.42,23,14.78,53.44,0
2018-05-31,Tamil Nadu,11.0142,78.4,2018,5,28.95,0.95,27.13,30.39,3.2600000000000016,31,132.3,6.21,31.99,5,17.55,70.89,1
2018-06-30,Tamil Nadu,11.0142,78.4,2018,6,28.23,0.53,27.02,29.16,2.1400000000000006,30,39.54,1.81,8.13,20,16.1,68.09,0
2018-07-31,Tamil Nadu,11.0142,78.4,2018,7,27.92,0.55,26.68,28.86,2.1799999999999997,31,56.87,3.58,15.85,19,15.99,68.82,0
2018-08-31,Tamil Nadu,11.0142,78.4,2018,8,27.97,0.73,26.29,29.09,2.8000000000000007,31,45.53,1.65,5.92,16,15.29,66.01,0
2018-09-30,Tamil Nadu,11.0142,78.4,2018,9,28.58,1.22,25.56,30.94,5.380000000000003,30,125.55,6.54,31.78,16,15.57,65.8,1
