Date,Prophet,Prophet_Lower,Prophet_Upper,ARIMA,LSTM
2024-12-31,188.87973841852636,186.79111099974534,190.9230682567591,197.74428532040346,207.30891
2025-12-31,187.94038318393913,185.25267394504846,190.83797207055545,189.38538948423042,209.09846
2026-12-31,186.0397613457434,182.23175186461924,189.82574734124924,180.38993478421122,210.49689
2027-12-31,183.1732363654167,177.72845612208835,188.3714851880848,171.92122128064514,212.19774
2028-12-31,177.9629421913591,170.64123504033225,185.51855502433386,163.43885337321507,214.60263
